Date Opened,Time Opened,Opening Price,Legs,Premium,Closing Price,Date Closed,Time Closed,Avg. Closing Cost,Reason For Close,P/L,No. of Contracts,Funds at Close,Margin Req.,Strategy,Opening Commissions + Fees,Closing Commissions + Fees,Opening Short/Long Ratio,Closing Short/Long Ratio,Opening VIX,Closing VIX,Gap,Movement,Max Profit,Max Loss
"2023-01-17","13:09:00",3996.6,"1 Jan 17 3995 P STO 5.60 | 1 Jan 17 3995 C STO 7.15 | 1 Jan 17 3950 P BTO 0.15 | 1 Jan 17 4035 C BTO 0.10",1250,3997.63,"2023-01-17","14:14:00",990,"Profit Target",254.8,1,152370.6,3250,"",2.6,2.6,51,50.5,19.3,19.29,0.19,-2.68,20.8,-3.6
"2023-01-17","11:49:00",3995.63,"1 Jan 17 3995 P STO 7.70 | 1 Jan 17 3995 C STO 8.10 | 1 Jan 17 3940 P BTO 0.15 | 1 Jan 17 4045 C BTO 0.10",1555,3997.09,"2023-01-17","13:08:00",1255,"Profit Target",294.8,1,152115.8,3945,"",2.6,2.6,63.2,84.67,19.54,19.29,0.19,-3.65,19.29,-0.96
"2023-01-17","10:41:00",3996.72,"1 Jan 17 3995 P STO 9.00 | 1 Jan 17 3995 C STO 10.80 | 1 Jan 17 3910 P BTO 0.10 | 1 Jan 17 4055 C BTO 0.15",1955,3996.03,"2023-01-17","11:48:00",1580,"Profit Target",369.8,1,151821,6545,"",2.6,2.6,79.2,159,19.83,19.54,0.19,-2.56,19.18,-12.02
"2023-01-17","09:33:00",4000.51,"1 Jan 17 4000 P STO 11.80 | 1 Jan 17 4000 C STO 12.20 | 1 Jan 17 3895 P BTO 0.10 | 1 Jan 17 4070 C BTO 0.15",2375,4003.14,"2023-01-17","10:40:00",1910,"Profit Target",459.8,1,151451.2,8125,"",2.6,2.6,96,96.5,19.83,19.72,0.19,1.23,19.58,-4
"2023-01-13","11:48:00",3967.24,"1 Jan 13 3965 P STO 8.10 | 1 Jan 13 3965 C STO 10.30 | 1 Jan 13 3865 P BTO 0.10 | 1 Jan 13 4020 C BTO 0.15",1815,3986.35,"2023-01-13","13:43:00",2300,"Stop Loss",-490.2,1,150991.4,8185,"",2.6,2.6,73.6,93,18.48,18.08,-22.57,6.64,13.5,-26.72
"2023-01-13","09:33:00",3951.62,"1 Jan 13 3950 P STO 14.40 | 1 Jan 13 3950 C STO 16.20 | 1 Jan 13 3840 P BTO 0.10 | 1 Jan 13 4045 C BTO 0.10",3040,3966.6,"2023-01-13","11:47:00",2395,"Profit Target",639.8,1,151481.6,7960,"",2.6,2.6,153,120.75,19.08,18.5,-22.57,-8.98,21.22,-12.5
"2023-01-12","13:29:00",3974.01,"1 Jan 12 3975 P STO 9.45 | 1 Jan 12 3975 C STO 7.70 | 1 Jan 12 3900 P BTO 0.15 | 1 Jan 12 4030 C BTO 0.10",1690,3994.3,"2023-01-12","13:54:00",2220,"Stop Loss",-535.2,1,150841.8,5810,"",2.6,2.6,68.6,75,19.48,19.12,7.96,-3.56,4.73,-31.36
"2023-01-12","11:27:00",3967.64,"1 Jan 12 3970 P STO 13.50 | 1 Jan 12 3970 C STO 10.85 | 1 Jan 12 3875 P BTO 0.15 | 1 Jan 12 4050 C BTO 0.15",2405,3979.77,"2023-01-12","13:28:00",1860,"Profit Target",539.8,1,151377,7095,"",2.6,2.6,81.17,125,19.42,19.41,7.96,-9.93,22.66,-18.5
"2023-01-12","10:07:00",3963.43,"1 Jan 12 3965 P STO 16.30 | 1 Jan 12 3965 C STO 14.75 | 1 Jan 12 3855 P BTO 0.15 | 1 Jan 12 4065 C BTO 0.15",3075,3970.87,"2023-01-12","11:26:00",2450,"Profit Target",619.8,1,150837.2,7925,"",2.6,2.6,103.5,123.5,19.88,19.36,7.96,-14.14,20.33,-6.18
"2023-01-12","09:33:00",3969.62,"1 Jan 12 3970 P STO 21.15 | 1 Jan 12 3970 C STO 19.50 | 1 Jan 12 3830 P BTO 0.10 | 1 Jan 12 4090 C BTO 0.15",4040,3959.99,"2023-01-12","10:06:00",3230,"Profit Target",804.8,1,150217.4,9960,"",2.6,2.6,162.6,216.33,20.04,19.97,7.96,-7.95,20.05,-9.16
"2023-01-11","10:35:00",3936.98,"1 Jan 11 3935 P STO 9.30 | 1 Jan 11 3935 C STO 11.30 | 1 Jan 11 3850 P BTO 0.15 | 1 Jan 11 3995 C BTO 0.15",2030,3947.7,"2023-01-11","14:06:00",1625,"Profit Target",399.8,1,149412.6,6470,"",2.6,2.6,68.67,163.5,20.76,20.99,13.1,4.63,19.95,-7.39
"2023-01-11","09:33:00",3933.61,"1 Jan 11 3935 P STO 13.75 | 1 Jan 11 3935 C STO 11.75 | 1 Jan 11 3835 P BTO 0.15 | 1 Jan 11 4005 C BTO 0.15",2520,3939.42,"2023-01-11","10:34:00",2035,"Profit Target",479.8,1,149012.8,7480,"",2.6,2.6,85,102.75,20.79,20.73,13.1,1.26,19.25,0
"2023-01-10","10:13:00",3909.07,"1 Jan 10 3910 P STO 13.35 | 1 Jan 10 3910 C STO 12.55 | 1 Jan 10 3820 P BTO 0.15 | 1 Jan 10 3985 C BTO 0.15",2560,3885.78,"2023-01-10","10:32:00",3215,"Stop Loss",-660.2,1,148533,6440,"",2.6,2.6,86.33,81.38,21.76,21.85,-3.52,20.5,5.08,-25.59
"2023-01-10","09:33:00",3897.56,"1 Jan 10 3900 P STO 17.35 | 1 Jan 10 3900 C STO 15.45 | 1 Jan 10 3790 P BTO 0.15 | 1 Jan 10 3995 C BTO 0.15",3250,3900.67,"2023-01-10","10:12:00",2625,"Profit Target",619.8,1,149193.2,7750,"",2.6,2.6,109.33,132.25,22.1,21.8,-3.52,8.99,19.23,0
"2023-01-09","13:31:00",3933.03,"1 Jan 9 3935 P STO 7.80 | 1 Jan 9 3935 C STO 6.20 | 1 Jan 9 3890 P BTO 0.15 | 1 Jan 9 3975 C BTO 0.15",1370,3923.31,"2023-01-09","13:37:00",1790,"Stop Loss",-425.2,1,148573.4,3130,"",2.6,2.6,46.67,22.06,21.34,21.48,15.74,22.21,0,-30.66
"2023-01-09","12:45:00",3932.69,"1 Jan 9 3935 P STO 9.85 | 1 Jan 9 3935 C STO 7.60 | 1 Jan 9 3870 P BTO 0.10 | 1 Jan 9 3985 C BTO 0.15",1720,3933.79,"2023-01-09","13:30:00",1380,"Profit Target",334.8,1,148998.6,4780,"",2.6,2.6,69.8,93,21.42,21.34,15.74,21.87,19.77,0
"2023-01-09","10:31:00",3929.46,"1 Jan 9 3930 P STO 11.15 | 1 Jan 9 3930 C STO 10.30 | 1 Jan 9 3835 P BTO 0.10 | 1 Jan 9 4000 C BTO 0.10",2125,3933.68,"2023-01-09","12:44:00",1720,"Profit Target",399.8,1,148663.8,7375,"",2.6,2.6,107.25,115.67,21.57,21.41,15.74,18.64,19.06,-15.06
"2023-01-09","09:33:00",3920.65,"1 Jan 9 3920 P STO 13.45 | 1 Jan 9 3920 C STO 14.70 | 1 Jan 9 3810 P BTO 0.15 | 1 Jan 9 4005 C BTO 0.15",2785,3928.5,"2023-01-09","10:30:00",2240,"Profit Target",539.8,1,148264,8215,"",2.6,2.6,93.83,113,21.66,21.55,15.74,9.83,19.57,-1.62
"2023-01-06","10:04:00",3830.69,"1 Jan 6 3830 P STO 15.60 | 1 Jan 6 3830 C STO 15.60 | 1 Jan 6 3720 P BTO 0.15 | 1 Jan 6 3925 C BTO 0.10",3095,3863.87,"2023-01-06","10:42:00",3975,"Stop Loss",-885.2,1,147724.2,7905,"",2.6,2.6,124.8,133.5,21.77,21.52,15.27,7.32,6.95,-28.43
"2023-01-06","09:33:00",3838.19,"1 Jan 6 3840 P STO 18.70 | 1 Jan 6 3840 C STO 18.60 | 1 Jan 6 3705 P BTO 0.15 | 1 Jan 6 3940 C BTO 0.15",3700,3839.61,"2023-01-06","10:03:00",2975,"Profit Target",719.8,1,148609.4,9800,"",2.6,2.6,124.33,149.75,21.96,21.64,15.27,14.82,19.59,-11.89
"2023-01-05","13:45:00",3821.26,"1 Jan 5 3820 P STO 7.50 | 1 Jan 5 3820 C STO 8.70 | 1 Jan 5 3765 P BTO 0.15 | 1 Jan 5 3875 C BTO 0.15",1590,3818.08,"2023-01-05","14:36:00",1285,"Profit Target",299.8,1,147889.6,3910,"",2.6,2.6,54,86.67,22.49,22.64,-13.23,-18.48,19.18,-1.26
"2023-01-05","11:47:00",3812.6,"1 Jan 5 3815 P STO 11.80 | 1 Jan 5 3815 C STO 9.40 | 1 Jan 5 3740 P BTO 0.10 | 1 Jan 5 3885 C BTO 0.10",2100,3820.89,"2023-01-05","13:44:00",1695,"Profit Target",399.8,1,147589.8,5400,"",2.6,2.6,106,85.75,22.51,22.5,-13.23,-27.14,19.29,-0.48
"2023-01-05","10:16:00",3822.48,"1 Jan 5 3820 P STO 12.60 | 1 Jan 5 3820 C STO 14.10 | 1 Jan 5 3725 P BTO 0.10 | 1 Jan 5 3910 C BTO 0.10",2650,3814.24,"2023-01-05","11:46:00",2140,"Profit Target",504.8,1,147190,6850,"",2.6,2.6,133.5,143.67,22.36,22.49,-13.23,-17.26,19.25,0
"2023-01-05","09:33:00",3822.61,"1 Jan 5 3825 P STO 17.65 | 1 Jan 5 3825 C STO 14.55 | 1 Jan 5 3710 P BTO 0.10 | 1 Jan 5 3915 C BTO 0.15",3195,3824.61,"2023-01-05","10:15:00",2585,"Profit Target",604.8,1,146685.2,8305,"",2.6,2.6,128.8,130.25,22.7,22.34,-13.23,-17.13,19.09,-6.26
"2023-01-04","10:46:00",3841.37,"1 Jan 4 3840 P STO 14.00 | 1 Jan 4 3840 C STO 15.90 | 1 Jan 4 3745 P BTO 0.15 | 1 Jan 4 3920 C BTO 0.15",2960,3867.31,"2023-01-04","11:41:00",3710,"Stop Loss",-755.2,1,146080.4,6540,"",2.6,2.6,99.67,58.08,22.43,22.29,16.22,1.01,1.86,-25.34
"2023-01-04","09:33:00",3837.18,"1 Jan 4 3835 P STO 17.40 | 1 Jan 4 3835 C STO 20.50 | 1 Jan 4 3705 P BTO 0.10 | 1 Jan 4 3930 C BTO 0.15",3765,3836.35,"2023-01-04","10:45:00",3020,"Profit Target",739.8,1,146835.6,9235,"",2.6,2.6,151.6,303,23.27,22.51,16.22,-3.18,19.79,-14.08
"2023-01-03","09:33:00",3856.92,"1 Jan 3 3855 P STO 15.05 | 1 Jan 3 3855 C STO 16.60 | 1 Jan 3 3740 P BTO 0.10 | 1 Jan 3 3940 C BTO 0.10",3145,3820.59,"2023-01-03","10:19:00",4045,"Stop Loss",-905.2,1,146095.8,8355,"",2.6,2.6,158.25,135.83,23.09,23.42,13.79,3.63,14.31,-28.62
"2022-12-30","12:39:00",3822.18,"1 Dec 30 3820 P STO 6.50 | 1 Dec 30 3820 C STO 8.50 | 1 Dec 30 3725 P BTO 0.10 | 1 Dec 30 3870 C BTO 0.15",1475,3810.61,"2022-12-30","13:21:00",1875,"Stop Loss",-405.2,1,147001,8025,"",2.6,2.6,60,63.5,21.84,22.13,-20.22,-6.88,5.76,-27.12
"2022-12-30","11:50:00",3817.96,"1 Dec 30 3820 P STO 10.45 | 1 Dec 30 3820 C STO 8.35 | 1 Dec 30 3735 P BTO 0.10 | 1 Dec 30 3875 C BTO 0.15",1855,3823.65,"2022-12-30","12:38:00",1485,"Profit Target",364.8,1,147406.2,6645,"",2.6,2.6,75.2,50.5,21.96,21.81,-20.22,-11.1,19.95,0
"2022-12-30","10:19:00",3825.51,"1 Dec 30 3825 P STO 11.55 | 1 Dec 30 3825 C STO 11.70 | 1 Dec 30 3735 P BTO 0.15 | 1 Dec 30 3900 C BTO 0.15",2295,3819.14,"2022-12-30","11:49:00",1845,"Profit Target",444.8,1,147041.4,6705,"",2.6,2.6,77.5,93.25,21.81,21.94,-20.22,-3.55,19.61,-2.4
"2022-12-30","09:33:00",3821.19,"1 Dec 30 3820 P STO 14.45 | 1 Dec 30 3820 C STO 15.25 | 1 Dec 30 3695 P BTO 0.10 | 1 Dec 30 3915 C BTO 0.15",2945,3821.9,"2022-12-30","10:18:00",2365,"Profit Target",574.8,1,146596.6,9555,"",2.6,2.6,118.8,119.25,22.21,21.89,-20.22,-7.87,19.69,0
"2022-12-29","09:33:00",3808.01,"1 Dec 29 3810 P STO 14.60 | 1 Dec 29 3810 C STO 13.05 | 1 Dec 29 3700 P BTO 0.15 | 1 Dec 29 3890 C BTO 0.15",2735,3838.05,"2022-12-29","10:12:00",3420,"Stop Loss",-690.2,1,146021.8,8265,"",2.6,2.6,92.17,98.71,22.01,21.77,22.23,2.56,3.29,-25.05
"2022-12-28","10:15:00",3834.45,"1 Dec 28 3835 P STO 10.20 | 1 Dec 28 3835 C STO 10.15 | 1 Dec 28 3745 P BTO 0.10 | 1 Dec 28 3900 C BTO 0.10",2015,3813.61,"2022-12-28","10:58:00",2540,"Stop Loss",-530.2,1,146712,6985,"",2.6,2.6,101.75,128,21.2,21.47,0.31,4.89,5.71,-26.05
"2022-12-28","09:33:00",3837.22,"1 Dec 28 3835 P STO 11.30 | 1 Dec 28 3835 C STO 14.05 | 1 Dec 28 3740 P BTO 0.15 | 1 Dec 28 3905 C BTO 0.10",2510,3833.52,"2022-12-28","10:14:00",2030,"Profit Target",474.8,1,147242.2,6990,"",2.6,2.6,101.4,102.5,21.7,21.23,0.31,7.66,19.12,-7.57
"2022-12-27","13:03:00",3839.63,"1 Dec 27 3840 P STO 7.10 | 1 Dec 27 3840 C STO 7.00 | 1 Dec 27 3775 P BTO 0.15 | 1 Dec 27 3885 C BTO 0.15",1380,3824.93,"2022-12-27","14:21:00",1760,"Stop Loss",-385.2,1,146767.4,5120,"",2.6,2.6,47,89,21.71,21.99,-1.48,-3.71,6.88,-27.54
"2022-12-27","11:48:00",3841.52,"1 Dec 27 3840 P STO 8.30 | 1 Dec 27 3840 C STO 9.75 | 1 Dec 27 3765 P BTO 0.15 | 1 Dec 27 3905 C BTO 0.15",1775,3839.18,"2022-12-27","13:02:00",1430,"Profit Target",339.8,1,147152.6,5725,"",2.6,2.6,60.17,96.33,21.92,21.74,-1.48,-1.82,19.44,0
"2022-12-27","10:42:00",3842.18,"1 Dec 27 3840 P STO 10.10 | 1 Dec 27 3840 C STO 12.70 | 1 Dec 27 3750 P BTO 0.15 | 1 Dec 27 3920 C BTO 0.10",2255,3843.26,"2022-12-27","11:47:00",1825,"Profit Target",424.8,1,146812.8,6745,"",2.6,2.6,91.2,92.25,22.15,21.91,-1.48,-1.16,19.07,-1.55
"2022-12-27","09:33:00",3839.05,"1 Dec 27 3840 P STO 14.65 | 1 Dec 27 3840 C STO 13.65 | 1 Dec 27 3725 P BTO 0.15 | 1 Dec 27 3940 C BTO 0.10",2805,3840.54,"2022-12-27","10:41:00",2255,"Profit Target",544.8,1,146388,8695,"",2.6,2.6,113.2,151.33,22.39,22.18,-1.48,-4.29,19.61,-21.39
"2022-12-23","12:56:00",3833.29,"1 Dec 23 3835 P STO 9.10 | 1 Dec 23 3835 C STO 7.40 | 1 Dec 23 3755 P BTO 0.15 | 1 Dec 23 3890 C BTO 0.10",1625,3830.59,"2022-12-23","14:08:00",1295,"Profit Target",324.8,1,145843.2,6375,"",2.6,2.6,66,87.33,21.32,21.22,-7.28,18.18,20.31,0
"2022-12-23","11:22:00",3829.95,"1 Dec 23 3830 P STO 10.20 | 1 Dec 23 3830 C STO 10.65 | 1 Dec 23 3745 P BTO 0.15 | 1 Dec 23 3910 C BTO 0.10",2060,3832.82,"2022-12-23","12:55:00",1660,"Profit Target",394.8,1,145518.4,6440,"",2.6,2.6,83.4,84,21.36,21.34,-7.28,14.84,19.42,-1.46
"2022-12-23","10:30:00",3829.6,"1 Dec 23 3830 P STO 13.15 | 1 Dec 23 3830 C STO 13.40 | 1 Dec 23 3700 P BTO 0.10 | 1 Dec 23 3920 C BTO 0.15",2630,3827.67,"2022-12-23","11:21:00",2095,"Profit Target",529.8,1,145123.6,10370,"",2.6,2.6,106.2,210.5,21.54,21.41,-7.28,14.49,20.34,-2.47
"2022-12-23","09:33:00",3824.35,"1 Dec 23 3825 P STO 16.25 | 1 Dec 23 3825 C STO 17.05 | 1 Dec 23 3710 P BTO 0.10 | 1 Dec 23 3930 C BTO 0.15",3305,3826.94,"2022-12-23","10:29:00",2675,"Profit Target",624.8,1,144593.8,8195,"",2.6,2.6,133.2,108,21.67,21.6,-7.28,9.24,19.06,-24.36
"2022-12-22","09:33:00",3836.91,"1 Dec 22 3835 P STO 13.05 | 1 Dec 22 3835 C STO 14.15 | 1 Dec 22 3720 P BTO 0.10 | 1 Dec 22 3925 C BTO 0.10",2700,3802.72,"2022-12-22","11:40:00",3430,"Stop Loss",-735.2,1,143969,8800,"",2.6,2.6,136,172.5,20.8,21.71,-25.18,-16.35,15.19,-27.04
"2022-12-21","09:33:00",3845.26,"1 Dec 21 3845 P STO 13.40 | 1 Dec 21 3845 C STO 13.40 | 1 Dec 21 3735 P BTO 0.15 | 1 Dec 21 3920 C BTO 0.15",2650,3873.86,"2022-12-21","10:34:00",3340,"Stop Loss",-695.2,1,144704.2,8350,"",2.6,2.6,89.33,96.43,20.46,20,17.87,5.77,10,-26.04
"2022-12-20","11:19:00",3810.54,"1 Dec 20 3810 P STO 11.85 | 1 Dec 20 3810 C STO 11.75 | 1 Dec 20 3705 P BTO 0.10 | 1 Dec 20 3880 C BTO 0.15",2335,3837.64,"2022-12-20","13:39:00",2980,"Stop Loss",-650.2,1,145399.4,8165,"",2.6,2.6,94.4,120.2,22.26,21.64,-7.19,0.07,16.49,-27.62
"2022-12-20","09:33:00",3806.14,"1 Dec 20 3805 P STO 14.30 | 1 Dec 20 3805 C STO 16.25 | 1 Dec 20 3685 P BTO 0.10 | 1 Dec 20 3900 C BTO 0.15",3030,3813.27,"2022-12-20","11:18:00",2400,"Profit Target",624.8,1,146049.6,8970,"",2.6,2.6,122.2,121,22.54,22.14,-7.19,-4.33,20.79,-22.11
"2022-12-19","12:09:00",3832.18,"1 Dec 19 3830 P STO 7.30 | 1 Dec 19 3830 C STO 9.60 | 1 Dec 19 3765 P BTO 0.15 | 1 Dec 19 3905 C BTO 0.10",1665,3810.49,"2022-12-19","14:02:00",2255,"Stop Loss",-595.2,1,145424.8,5835,"",2.6,2.6,67.6,57.38,21.76,22.58,1.43,-21.61,17.42,-35.44
"2022-12-19","10:16:00",3842.05,"1 Dec 19 3840 P STO 10.00 | 1 Dec 19 3840 C STO 12.15 | 1 Dec 19 3750 P BTO 0.10 | 1 Dec 19 3935 C BTO 0.10",2195,3832.41,"2022-12-19","12:08:00",1770,"Profit Target",419.8,1,146020,7305,"",2.6,2.6,110.75,119,22.25,21.77,1.43,-11.74,19.36,-10.25
"2022-12-19","09:33:00",3849.01,"1 Dec 19 3850 P STO 14.55 | 1 Dec 19 3850 C STO 13.15 | 1 Dec 19 3730 P BTO 0.15 | 1 Dec 19 3940 C BTO 0.15",2740,3843.65,"2022-12-19","10:15:00",2185,"Profit Target",549.8,1,145600.2,9260,"",2.6,2.6,92.33,110.25,22.67,22.24,1.43,-4.78,20.26,-0.55
"2022-12-16","09:33:00",3875.6,"1 Dec 16 3875 P STO 19.70 | 1 Dec 16 3875 C STO 20.40 | 1 Dec 16 3675 P BTO 0.10 | 1 Dec 16 4030 C BTO 0.10",3990,3846.28,"2022-12-16","14:58:00",3050,"Profit Target",934.8,1,145050.4,16010,"",2.6,2.6,200.5,306,23.14,22.35,-4.84,-15.31,23.56,-21.43
"2022-12-15","09:33:00",3942.72,"1 Dec 15 3945 P STO 17.45 | 1 Dec 15 3945 C STO 15.45 | 1 Dec 15 3805 P BTO 0.10 | 1 Dec 15 4060 C BTO 0.10",3270,3911.94,"2022-12-15","10:01:00",4195,"Stop Loss",-930.2,1,144115.6,10730,"",2.6,2.6,164.5,140.83,21.51,22.42,-36.95,-15.65,4.13,-28.29
"2022-12-14","09:33:00",4025.85,"1 Dec 14 4025 P STO 32.95 | 1 Dec 14 4025 C STO 34.75 | 1 Dec 14 3830 P BTO 0.10 | 1 Dec 14 4250 C BTO 0.10",6750,3992.46,"2022-12-14","14:44:00",5405,"Profit Target",1339.8,1,145045.8,15750,"",2.6,2.6,338.5,271.25,22.72,22.67,-4.11,10.31,19.93,-12.22
"2022-12-13","09:33:00",4089.97,"1 Dec 13 4090 P STO 18.85 | 1 Dec 13 4090 C STO 20.60 | 1 Dec 13 3885 P BTO 0.10 | 1 Dec 13 4250 C BTO 0.15",3920,4046.1,"2022-12-13","10:39:00",5170,"Stop Loss",-1255.2,1,143706,16580,"",2.6,2.6,157.8,259.5,21.46,22.62,78.82,20.59,9.57,-31.89
"2022-12-12","10:20:00",3940.1,"1 Dec 12 3940 P STO 10.15 | 1 Dec 12 3940 C STO 10.50 | 1 Dec 12 3835 P BTO 0.10 | 1 Dec 12 4015 C BTO 0.10",2045,3966.01,"2022-12-12","14:55:00",2705,"Stop Loss",-665.2,1,144961.2,8455,"",2.6,2.6,103.25,271.5,24.59,24.6,4.91,0.81,10.02,-32.27
"2022-12-12","09:33:00",3943.5,"1 Dec 12 3945 P STO 12.55 | 1 Dec 12 3945 C STO 12.10 | 1 Dec 12 3840 P BTO 0.15 | 1 Dec 12 4020 C BTO 0.10",2440,3941.71,"2022-12-12","10:19:00",1975,"Profit Target",459.8,1,145626.4,8060,"",2.6,2.6,98.6,80,24.28,24.59,4.91,4.21,19.06,0
"2022-12-09","11:43:00",3967.84,"1 Dec 9 3970 P STO 9.70 | 1 Dec 9 3970 C STO 7.60 | 1 Dec 9 3900 P BTO 0.15 | 1 Dec 9 4025 C BTO 0.15",1700,3960.54,"2022-12-09","14:33:00",1365,"Profit Target",329.8,1,145166.6,5300,"",2.6,2.6,57.67,92,22.47,22.53,-9.34,13.67,19.71,-13.53
"2022-12-09","10:19:00",3957.45,"1 Dec 9 3955 P STO 11.15 | 1 Dec 9 3955 C STO 13.90 | 1 Dec 9 3865 P BTO 0.15 | 1 Dec 9 4035 C BTO 0.10",2480,3964.72,"2022-12-09","11:42:00",1955,"Profit Target",519.8,1,144836.8,6520,"",2.6,2.6,100.2,131.33,22.7,22.53,-9.34,3.28,21.17,-7.86
"2022-12-09","09:33:00",3951.38,"1 Dec 9 3950 P STO 15.20 | 1 Dec 9 3950 C STO 16.90 | 1 Dec 9 3835 P BTO 0.10 | 1 Dec 9 4035 C BTO 0.15",3185,3954.99,"2022-12-09","10:18:00",2530,"Profit Target",649.8,1,144317,8315,"",2.6,2.6,128.4,127.5,22.81,22.72,-9.34,-2.79,20.57,-7.69
"2022-12-08","12:38:00",3956.87,"1 Dec 8 3955 P STO 7.25 | 1 Dec 8 3955 C STO 8.95 | 1 Dec 8 3880 P BTO 0.10 | 1 Dec 8 4010 C BTO 0.15",1595,3972.21,"2022-12-08","13:41:00",2030,"Stop Loss",-440.2,1,143667.2,5905,"",2.6,2.6,64.8,82.2,22.73,22.27,13.87,9.08,12.54,-27.27
"2022-12-08","11:20:00",3953.82,"1 Dec 8 3955 P STO 10.55 | 1 Dec 8 3955 C STO 9.80 | 1 Dec 8 3870 P BTO 0.15 | 1 Dec 8 4015 C BTO 0.15",2005,3957.65,"2022-12-08","12:37:00",1620,"Profit Target",379.8,1,144107.4,6495,"",2.6,2.6,67.83,82,22.78,22.7,13.87,6.03,19.2,0
"2022-12-08","09:33:00",3945.78,"1 Dec 8 3945 P STO 13.45 | 1 Dec 8 3945 C STO 15.00 | 1 Dec 8 3840 P BTO 0.15 | 1 Dec 8 4030 C BTO 0.15",2815,3955.11,"2022-12-08","11:19:00",2240,"Profit Target",569.8,1,143727.6,7685,"",2.6,2.6,94.83,113,23.07,22.77,13.87,-2.01,20.43,-19.01
"2022-12-07","13:50:00",3940.39,"1 Dec 7 3940 P STO 7.25 | 1 Dec 7 3940 C STO 7.40 | 1 Dec 7 3880 P BTO 0.15 | 1 Dec 7 3990 C BTO 0.15",1435,3926.24,"2022-12-07","14:03:00",1830,"Stop Loss",-400.2,1,143157.8,4565,"",2.6,2.6,48.83,53.29,22.52,22.87,-7.98,7.11,0,-27.53
"2022-12-07","12:45:00",3938.94,"1 Dec 7 3940 P STO 9.65 | 1 Dec 7 3940 C STO 8.60 | 1 Dec 7 3870 P BTO 0.15 | 1 Dec 7 4005 C BTO 0.10",1800,3939.78,"2022-12-07","13:49:00",1455,"Profit Target",339.8,1,143558,5200,"",2.6,2.6,73,73.75,22.61,22.51,-7.98,5.66,19.17,-1.67
"2022-12-07","11:14:00",3943.35,"1 Dec 7 3945 P STO 12.30 | 1 Dec 7 3945 C STO 10.80 | 1 Dec 7 3850 P BTO 0.15 | 1 Dec 7 4015 C BTO 0.15",2280,3939.28,"2022-12-07","12:44:00",1785,"Profit Target",489.8,1,143218.2,7220,"",2.6,2.6,77,90.25,22.49,22.61,-7.98,10.07,21.71,-23.03
"2022-12-07","09:33:00",3936.51,"1 Dec 7 3935 P STO 14.95 | 1 Dec 7 3935 C STO 16.50 | 1 Dec 7 3805 P BTO 0.15 | 1 Dec 7 4040 C BTO 0.15",3115,3945.21,"2022-12-07","11:13:00",2475,"Profit Target",634.8,1,142728.4,9885,"",2.6,2.6,104.83,248.5,22.71,22.46,-7.98,3.23,20.55,-11.24
"2022-12-06","09:33:00",3999.43,"1 Dec 6 4000 P STO 12.35 | 1 Dec 6 4000 C STO 11.90 | 1 Dec 6 3910 P BTO 0.15 | 1 Dec 6 4085 C BTO 0.15",2395,3977.24,"2022-12-06","09:57:00",3070,"Stop Loss",-680.2,1,142093.6,6605,"",2.6,2.6,80.83,62.4,20.42,20.96,-2.21,2.8,5.64,-28.18
"2022-12-05","09:33:00",4042.78,"1 Dec 5 4045 P STO 13.30 | 1 Dec 5 4045 C STO 10.05 | 1 Dec 5 3945 P BTO 0.10 | 1 Dec 5 4120 C BTO 0.15",2310,4025.37,"2022-12-05","10:02:00",2900,"Stop Loss",-595.2,1,142773.8,7690,"",2.6,2.6,93.4,97.67,20.22,20.58,-19.68,-9.24,9.74,-25.54
"2022-12-02","11:17:00",4042.18,"1 Dec 2 4040 P STO 9.90 | 1 Dec 2 4040 C STO 11.90 | 1 Dec 2 3955 P BTO 0.15 | 1 Dec 2 4120 C BTO 0.10",2155,4060.16,"2022-12-02","11:42:00",2780,"Stop Loss",-630.2,1,143369,6345,"",2.6,2.6,87.2,80.43,19.72,19.37,-36.4,2.01,4.18,-29
"2022-12-02","10:03:00",4036.12,"1 Dec 2 4035 P STO 13.20 | 1 Dec 2 4035 C STO 14.65 | 1 Dec 2 3925 P BTO 0.15 | 1 Dec 2 4135 C BTO 0.10",2760,4040.77,"2022-12-02","11:16:00",2215,"Profit Target",539.8,1,143999.2,8240,"",2.6,2.6,111.4,148.67,19.84,19.74,-36.4,-4.05,19.75,-1.63
"2022-12-02","09:33:00",4038.62,"1 Dec 2 4040 P STO 18.45 | 1 Dec 2 4040 C STO 16.30 | 1 Dec 2 3890 P BTO 0.10 | 1 Dec 2 4150 C BTO 0.15",3450,4037.72,"2022-12-02","10:02:00",2785,"Profit Target",659.8,1,143459.4,11550,"",2.6,2.6,139,140.25,20.16,19.84,-36.4,-1.55,19.28,-1.45
"2022-12-01","09:33:00",4093.65,"1 Dec 1 4095 P STO 15.20 | 1 Dec 1 4095 C STO 13.40 | 1 Dec 1 3970 P BTO 0.15 | 1 Dec 1 4190 C BTO 0.15",2830,4062.87,"2022-12-01","10:17:00",3820,"Stop Loss",-995.2,1,142799.6,9670,"",2.6,2.6,95.33,128.33,20.54,20.88,7.03,6.51,17.14,-34.98
